"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"4","Total","2008-03","2.5","A",""
"4","1","2008-03","2.5","A",""
"5","Total","2008-03","1.7","A",""
"5","8","2008-03","1.2","A",""
"5","14","2008-03","2.3","A",""
"5","15","2008-03","1.3","A",""
"5","16","2008-03","0.9","A",""
"5","17","2008-03","1.8","A",""
"5","18","2008-03","1.1","A",""
"5","20","2008-03","1.9","A",""
"6","Total","2008-03","1.7","A",""
"6","3","2008-03","2.1","A",""
"6","4","2008-03","0.9","A",""
"6","5","2008-03","1.3","A",""
"6","6","2008-03","1.2","A",""
"6","7","2008-03","1.3","A",""
"6","9","2008-03","1.8","A",""
"7","Total","2008-03","4.1","A",""
"7","21","2008-03","4.1","A",""
"Total","Total","2008-02","2.7","A",""
"1","Total","2008-02","4.5","A",""
"1","22","2008-02","4.1","A",""
"1","23","2008-02","3.5","A",""
"1","25","2008-02","5.9","A",""
"2","Total","2008-02","2.3","A",""
"2","2","2008-02","1.9","R",""
"2","10","2008-02","2.7","A",""
"2","11","2008-02","2.4","A",""
"2","24","2008-02","3.5","A",""
"2","26","2008-02","3.2","R",""
"3","Total","2008-02","2.5","A",""
"3","12","2008-02","3.1","A",""
"3","13","2008-02","2.3","A",""
"3","19","2008-02","2.4","A",""
"4","Total","2008-02","2.6","A",""
"4","1","2008-02","2.6","A",""
"5","Total","2008-02","1.8","A",""
"5","8","2008-02","1.3","A",""
"5","14","2008-02","2.5","A",""
"5","15","2008-02","1.4","A",""
"5","16","2008-02","1","A",""
"5","17","2008-02","1.9","A",""
"5","18","2008-02","1.2","A",""
"5","20","2008-02","2","A",""
"6","Total","2008-02","1.8","A",""
"6","3","2008-02","2.2","A",""
"6","4","2008-02","1","A",""
"6","5","2008-02","1.4","A",""
"6","6","2008-02","1.2","A",""
"6","7","2008-02","1.3","A",""
"6","9","2008-02","1.8","A",""
"7","Total","2008-02","4.7","A",""
"7","21","2008-02","4.7","A",""
"Total","Total","2008-01","2.8","A",""
"1","Total","2008-01","4.7","A",""
"1","22","2008-01","4.1","A",""
"1","23","2008-01","4.2","A",""
"1","25","2008-01","5.9","A",""
"2","Total","2008-01","2.4","A",""
"2","2","2008-01","2","R",""
"2","10","2008-01","2.9","A",""
"2","11","2008-01","2.5","A",""
"2","24","2008-01","3.6","A",""
"2","26","2008-01","3.2","R",""
"3","Total","2008-01","2.6","A",""
"3","12","2008-01","3.1","A",""
"3","13","2008-01","2.4","A",""
"3","19","2008-01","2.5","A",""
"4","Total","2008-01","2.7","A",""
"4","1","2008-01","2.7","A",""
"5","Total","2008-01","1.8","A",""
"5","8","2008-01","1.5","A",""
"5","14","2008-01","2.5","A",""
"5","15","2008-01","1.5","A",""
"5","16","2008-01","1.1","A",""
"5","17","2008-01","1.9","A",""
"5","18","2008-01","1.3","A",""
"5","20","2008-01","2.1","A",""
"6","Total","2008-01","1.9","A",""
"6","3","2008-01","2.2","A",""
"6","4","2008-01","1","A",""
"6","5","2008-01","1.5","A",""
"6","6","2008-01","1.2","A",""
"6","7","2008-01","1.2","A",""
"6","9","2008-01","1.8","A",""
"7","Total","2008-01","4.9","A",""
"7","21","2008-01","4.9","A",""
"Total","Total","2007-12","2.8","A",""
"1","Total","2007-12","4.6","A",""
"1","22","2007-12","4","A",""
"1","23","2007-12","4.1","A",""
"1","25","2007-12","5.9","A",""
"2","Total","2007-12","2.3","A",""
"2","2","2007-12","2","R",""
"2","10","2007-12","2.7","A",""
"2","11","2007-12","2.5","A",""
"2","24","2007-12","3.4","A",""
"2","26","2007-12","3.1","R",""
"3","Total","2007-12","2.5","A",""
"3","12","2007-12","3","A",""
"3","13","2007-12","2.3","A",""
"3","19","2007-12","2.3","A",""
"4","Total","2007-12","2.6","A",""
"4","1","2007-12","2.6","A",""
"5","Total","2007-12","1.8","A",""
"5","8","2007-12","1.5","A",""
"5","14","2007-12","2.3","A",""
"5","15","2007-12","1.5","A",""
"5","16","2007-12","1","A",""
"5","17","2007-12","1.8","A",""
"5","18","2007-12","1.6","A",""
"5","20","2007-12","2","A",""
"6","Total","2007-12","1.8","A",""
"6","3","2007-12","2.1","A",""
"6","4","2007-12","1","A",""
"6","5","2007-12","1.5","A",""
"6","6","2007-12","1.3","A",""
"6","7","2007-12","1.3","A",""
"6","9","2007-12","1.8","A",""
"7","Total","2007-12","4.7","A",""
"7","21","2007-12","4.7","A",""
"Total","Total","2007-11","2.7","A",""
"1","Total","2007-11","4.4","A",""
"1","22","2007-11","3.8","A",""
"1","23","2007-11","3.2","A",""
"1","25","2007-11","6","A",""
"2","Total","2007-11","2.2","A",""
"2","2","2007-11","1.9","R",""
"2","10","2007-11","2.5","A",""
"2","11","2007-11","2.3","A",""
"2","24","2007-11","3.3","A",""
"2","26","2007-11","2.9","R",""
"3","Total","2007-11","2.4","A",""
"3","12","2007-11","3","A",""
"3","13","2007-11","2.2","A",""
"3","19","2007-11","2.3","A",""
"4","Total","2007-11","2.5","A",""
"4","1","2007-11","2.5","A",""
"5","Total","2007-11","1.8","A",""
"5","8","2007-11","1.3","A",""
"5","14","2007-11","2.2","A",""
"5","15","2007-11","1.5","A",""
"5","16","2007-11","1","A",""
"5","17","2007-11","1.8","A",""
"5","18","2007-11","1.7","A",""
"5","20","2007-11","1.9","A",""
"6","Total","2007-11","1.7","A",""
"6","3","2007-11","2","A",""
"6","4","2007-11","1","A",""
"6","5","2007-11","1.4","A",""
"6","6","2007-11","1.2","A",""
"6","7","2007-11","1.2","A",""
"6","9","2007-11","1.7","A",""
"7","Total","2007-11","4.6","A",""
"7","21","2007-11","4.6","A",""
"Total","Total","2007-10","2.6","A",""
"1","Total","2007-10","4.3","A",""
"1","22","2007-10","3.8","A",""
"1","23","2007-10","2.8","A",""
"1","25","2007-10","6.1","A",""
"2","Total","2007-10","2.2","A",""
"2","2","2007-10","1.9","R",""
"2","10","2007-10","2.5","A",""
"2","11","2007-10","2.2","A",""
"2","24","2007-10","3.2","A",""
"2","26","2007-10","2.8","R",""
"3","Total","2007-10","2.3","A",""
"3","12","2007-10","2.9","A",""
"3","13","2007-10","2.2","A",""
"3","19","2007-10","2.2","A",""
"4","Total","2007-10","2.4","A",""
"4","1","2007-10","2.4","A",""
"5","Total","2007-10","1.7","A",""
"5","8","2007-10","1.4","A",""
"5","14","2007-10","2.2","A",""
"5","15","2007-10","1.4","A",""
"5","16","2007-10","0.8","A",""
"5","17","2007-10","1.8","A",""
"5","18","2007-10","1.5","A",""
"5","20","2007-10","1.8","A",""
"6","Total","2007-10","1.7","A",""
"6","3","2007-10","2","A",""
"6","4","2007-10","0.9","A",""
"6","5","2007-10","1.3","A",""
"6","6","2007-10","1.2","A",""
"6","7","2007-10","1.1","A",""
"6","9","2007-10","1.7","A",""
"7","Total","2007-10","4.2","A",""
"7","21","2007-10","4.2","A",""
"Total","Total","2007-09","2.5","A",""
"1","Total","2007-09","4.2","A",""
"1","22","2007-09","3.8","A",""
"1","23","2007-09","2.4","A",""
"1","25","2007-09","6","A",""
"2","Total","2007-09","2.2","A",""
"2","2","2007-09","1.8","R",""
"2","10","2007-09","2.4","A",""
"2","11","2007-09","2.3","A",""
"2","24","2007-09","3.2","A",""
"2","26","2007-09","3","R",""
"3","Total","2007-09","2.3","A",""
"3","12","2007-09","2.9","A",""
"3","13","2007-09","2.1","A",""
"3","19","2007-09","2.2","A",""
"4","Total","2007-09","2.4","A",""
"4","1","2007-09","2.4","A",""
"5","Total","2007-09","1.6","A",""
"5","8","2007-09","1.4","A",""
"5","14","2007-09","1.9","A",""
"5","15","2007-09","1.4","A",""
"5","16","2007-09","0.9","A",""
"5","17","2007-09","1.8","A",""
"5","18","2007-09","1","A",""
"5","20","2007-09","1.8","A",""
"6","Total","2007-09","1.6","A",""
"6","3","2007-09","1.9","A",""
"6","4","2007-09","0.7","A",""
"6","5","2007-09","1.3","A",""
"6","6","2007-09","1.1","A",""
"6","7","2007-09","1","A",""
"6","9","2007-09","1.7","A",""
"7","Total","2007-09","3.9","A",""
"7","21","2007-09","3.9","A",""
"Total","Total","2007-08","2.6","A",""
"1","Total","2007-08","4.3","A",""
"1","22","2007-08","3.9","A",""
"1","23","2007-08","2.5","A",""
"1","25","2007-08","5.9","A",""
"2","Total","2007-08","2.2","A",""
"2","2","2007-08","1.8","R",""
"2","10","2007-08","2.5","A",""
"2","11","2007-08","2.4","A",""
"2","24","2007-08","3.3","A",""
"2","26","2007-08","3.2","R",""
"3","Total","2007-08","2.4","A",""
"3","12","2007-08","3.1","A",""
"3","13","2007-08","2.2","A",""
"3","19","2007-08","2.2","A",""
"4","Total","2007-08","2.4","A",""
"4","1","2007-08","2.4","A",""
"5","Total","2007-08","1.6","A",""
"5","8","2007-08","1.6","A",""
"5","14","2007-08","1.9","A",""
"5","15","2007-08","1.4","A",""
"5","16","2007-08","1","A",""
"5","17","2007-08","1.8","A",""
"5","18","2007-08","1","A",""
"5","20","2007-08","1.7","A",""
"6","Total","2007-08","1.6","A",""
"6","3","2007-08","1.9","A",""
"6","4","2007-08","0.7","A",""
"6","5","2007-08","1.4","A",""
"6","6","2007-08","1","A",""
"6","7","2007-08","0.9","A",""
"6","9","2007-08","1.8","A",""
"7","Total","2007-08","3.9","A",""
"7","21","2007-08","3.9","A",""
"Total","Total","2007-07","2.5","A",""
"1","Total","2007-07","4.2","A",""
"1","22","2007-07","3.9","A",""
"1","23","2007-07","2.4","A",""
"1","25","2007-07","5.9","A",""
"2","Total","2007-07","2.1","A",""
"2","2","2007-07","1.7","R",""
"2","10","2007-07","2.4","A",""
"2","11","2007-07","2.3","A",""
"2","24","2007-07","3.1","A",""
"2","26","2007-07","3.3","R",""
"3","Total","2007-07","2.4","A",""
"3","12","2007-07","3.2","A",""
"3","13","2007-07","2.2","A",""
"3","19","2007-07","2.2","A",""
"4","Total","2007-07","2.4","A",""
"4","1","2007-07","2.4","A",""
"5","Total","2007-07","1.6","A",""
"5","8","2007-07","1.4","A",""
"5","14","2007-07","1.9","A",""
"5","15","2007-07","1.4","A",""
"5","16","2007-07","0.9","A",""
"5","17","2007-07","1.8","A",""
"5","18","2007-07","1","A",""
"5","20","2007-07","1.8","A",""
"6","Total","2007-07","1.6","A",""
"6","3","2007-07","1.9","A",""
"6","4","2007-07","0.8","A",""
"6","5","2007-07","1.3","A",""
"6","6","2007-07","1","A",""
"6","7","2007-07","1","A",""
"6","9","2007-07","1.8","A",""
"7","Total","2007-07","3.8","A",""
"7","21","2007-07","3.8","A",""
"Total","Total","2007-06","2.5","A",""
"1","Total","2007-06","4.3","A",""
"1","22","2007-06","3.8","A",""
"1","23","2007-06","2.6","A",""
"1","25","2007-06","6","A",""
"2","Total","2007-06","2.1","A",""
"2","2","2007-06","1.7","R",""
"2","10","2007-06","2.4","A",""
"2","11","2007-06","2.3","A",""
"2","24","2007-06","3","A",""
"2","26","2007-06","3","R",""
"3","Total","2007-06","2.4","A",""
"3","12","2007-06","3.2","A",""
"3","13","2007-06","2.2","A",""
"3","19","2007-06","2.2","A",""
"4","Total","2007-06","2.4","A",""
"4","1","2007-06","2.4","A",""
"5","Total","2007-06","1.6","A",""
"5","8","2007-06","1.5","A",""
"5","14","2007-06","1.9","A",""
"5","15","2007-06","1.3","A",""
"5","16","2007-06","0.9","A",""
"5","17","2007-06","1.8","A",""
"5","18","2007-06","1.2","A",""
"5","20","2007-06","1.7","A",""
"6","Total","2007-06","1.6","A",""
"6","3","2007-06","1.9","A",""
"6","4","2007-06","0.9","A",""
"6","5","2007-06","1.2","A",""
"6","6","2007-06","0.9","A",""
"6","7","2007-06","1","A",""
"6","9","2007-06","1.8","A",""
"7","Total","2007-06","3.7","A",""
"7","21","2007-06","3.7","A",""
"Total","Total","2007-05","2.7","A",""
"1","Total","2007-05","4.5","A",""
"1","22","2007-05","4.1","A",""
"1","23","2007-05","3","A",""
"1","25","2007-05","6.3","A",""
"2","Total","2007-05","2.2","A",""
"2","2","2007-05","1.9","R",""
"2","10","2007-05","2.5","A",""
"2","11","2007-05","2.4","A",""
"2","24","2007-05","3.3","A",""
"2","26","2007-05","3.3","R",""
"3","Total","2007-05","2.5","A",""
"3","12","2007-05","3.3","A",""
"3","13","2007-05","2.3","A",""
"3","19","2007-05","2.3","A",""
"4","Total","2007-05","2.5","A",""
"4","1","2007-05","2.5","A",""
"5","Total","2007-05","1.8","A",""
"5","8","2007-05","1.6","A",""
"5","14","2007-05","2","A",""
"5","15","2007-05","1.4","A",""
"5","16","2007-05","0.9","A",""
"5","17","2007-05","1.9","A",""
"5","18","2007-05","1.7","A",""
"5","20","2007-05","1.9","A",""
"6","Total","2007-05","1.7","A",""
"6","3","2007-05","2.1","A",""
"6","4","2007-05","1","A",""
"6","5","2007-05","1.3","A",""
"6","6","2007-05","0.9","A",""
"6","7","2007-05","1.1","A",""
"6","9","2007-05","1.9","A",""
"7","Total","2007-05","4","A",""
"7","21","2007-05","4","A",""
"Total","Total","2007-04","2.9","A",""
"1","Total","2007-04","4.8","A",""
"1","22","2007-04","4.3","A",""
"1","23","2007-04","3.2","A",""
"1","25","2007-04","6.5","A",""
"2","Total","2007-04","2.4","A",""
"2","2","2007-04","2.1","R",""
"2","10","2007-04","2.7","A",""
"2","11","2007-04","2.4","A",""
"2","24","2007-04","3.6","A",""
"2","26","2007-04","3.4","R",""
"3","Total","2007-04","2.6","A",""
"3","12","2007-04","3.4","A",""
"3","13","2007-04","2.3","A",""
"3","19","2007-04","2.4","A",""
"4","Total","2007-04","2.7","A",""
"4","1","2007-04","2.7","A",""
"5","Total","2007-04","1.9","A",""
"5","8","2007-04","1.7","A",""
"5","14","2007-04","2.2","A",""
"5","15","2007-04","1.6","A",""
"5","16","2007-04","1.1","A",""
"5","17","2007-04","2.1","A",""
"5","18","2007-04","1.7","A",""
"5","20","2007-04","2","A",""
"6","Total","2007-04","1.9","A",""
"6","3","2007-04","2.2","A",""
"6","4","2007-04","1.2","A",""
"6","5","2007-04","1.5","A",""
"6","6","2007-04","1.1","A",""
"6","7","2007-04","1.2","A",""
"6","9","2007-04","2.1","A",""
"7","Total","2007-04","4.3","A",""
"7","21","2007-04","4.3","A",""
"Total","Total","2007-03","3","A",""
"1","Total","2007-03","4.9","A",""
"1","22","2007-03","4.5","A",""
"1","23","2007-03","3.3","A",""
"1","25","2007-03","6.7","A",""
"2","Total","2007-03","2.6","A",""
"2","2","2007-03","2.2","R",""
"2","10","2007-03","2.9","A",""
"2","11","2007-03","2.6","A",""
"2","24","2007-03","3.7","A",""
"2","26","2007-03","3.6","R",""
"3","Total","2007-03","2.7","A",""
"3","12","2007-03","3.5","A",""
"3","13","2007-03","2.4","A",""
"3","19","2007-03","2.6","A",""
"4","Total","2007-03","2.9","A",""
"4","1","2007-03","2.9","A",""
"5","Total","2007-03","1.9","A",""
"5","8","2007-03","1.8","A",""
"5","14","2007-03","2.3","A",""
"5","15","2007-03","1.7","A",""
"5","16","2007-03","1.1","A",""
"5","17","2007-03","2.2","A",""
"5","18","2007-03","1.2","A",""
"5","20","2007-03","2.1","A",""
"6","Total","2007-03","2","A",""
"6","3","2007-03","2.3","A",""
"6","4","2007-03","1.4","A",""
"6","5","2007-03","1.6","A",""
"6","6","2007-03","1.2","A",""
"6","7","2007-03","1.3","A",""
"6","9","2007-03","2.1","A",""
"7","Total","2007-03","4.7","A",""
"7","21","2007-03","4.7","A",""
"Total","Total","2007-02","3.2","A",""
"1","Total","2007-02","5.2","A",""
"1","22","2007-02","4.7","A",""
"1","23","2007-02","4","A",""
"1","25","2007-02","6.9","A",""
"2","Total","2007-02","2.7","A",""
"2","2","2007-02","2.4","R",""
"2","10","2007-02","3.1","A",""
"2","11","2007-02","2.7","A",""
"2","24","2007-02","3.8","A",""
"2","26","2007-02","3.9","R",""
"3","Total","2007-02","2.8","A",""
"3","12","2007-02","3.6","A",""
"3","13","2007-02","2.6","A",""
"3","19","2007-02","2.7","A",""
"4","Total","2007-02","3","A",""
"4","1","2007-02","3","A",""
"5","Total","2007-02","2.1","A",""
"5","8","2007-02","2","A",""
"5","14","2007-02","2.5","A",""
"5","15","2007-02","1.8","A",""
"5","16","2007-02","1.3","A",""
"5","17","2007-02","2.3","A",""
"5","18","2007-02","1.4","A",""
"5","20","2007-02","2.4","A",""
"6","Total","2007-02","2.2","A",""
"6","3","2007-02","2.5","A",""
"6","4","2007-02","1.5","A",""
"6","5","2007-02","1.8","A",""
"6","6","2007-02","1.2","A",""
"6","7","2007-02","1.4","A",""
"6","9","2007-02","2.4","A",""
"7","Total","2007-02","5.3","A",""
"7","21","2007-02","5.3","A",""
"Total","Total","2007-01","3.3","A",""
"1","Total","2007-01","5.4","A",""
"1","22","2007-01","4.7","A",""
"1","23","2007-01","4.5","A",""
"1","25","2007-01","6.9","A",""
"2","Total","2007-01","2.8","A",""
"2","2","2007-01","2.5","R",""
"2","10","2007-01","3.3","A",""
"2","11","2007-01","2.8","A",""
"2","24","2007-01","4","A",""
"2","26","2007-01","4.1","R",""
"3","Total","2007-01","2.9","A",""
"3","12","2007-01","3.7","A",""
"3","13","2007-01","2.6","A",""
"3","19","2007-01","2.7","A",""
"4","Total","2007-01","3.2","A",""
"4","1","2007-01","3.2","A",""
"5","Total","2007-01","2.3","A",""
"5","8","2007-01","2.2","A",""
"5","14","2007-01","2.7","A",""
"5","15","2007-01","1.9","A",""
"5","16","2007-01","1.3","A",""
"5","17","2007-01","2.4","A",""
"5","18","2007-01","1.6","A",""
"5","20","2007-01","2.5","A",""
"6","Total","2007-01","2.3","A",""
"6","3","2007-01","2.7","A",""
"6","4","2007-01","1.5","A",""
"6","5","2007-01","1.9","A",""
"6","6","2007-01","1.1","A",""
"6","7","2007-01","1.5","A",""
"6","9","2007-01","2.5","A",""
"7","Total","2007-01","5.5","A",""
"7","21","2007-01","5.5","A",""
"Total","Total","2006-12","3.3","A",""
"1","Total","2006-12","5.3","A",""
"1","22","2006-12","4.6","A",""
"1","23","2006-12","4.5","A",""
"1","25","2006-12","6.8","A",""
"2","Total","2006-12","2.8","A",""
"2","2","2006-12","2.5","R",""
"2","10","2006-12","3","A",""
"2","11","2006-12","2.7","A",""
"2","24","2006-12","3.9","A",""
"2","26","2006-12","3.9","R",""
"3","Total","2006-12","2.8","A",""
"3","12","2006-12","3.6","A",""
"3","13","2006-12","2.6","A",""
"3","19","2006-12","2.7","A",""
"4","Total","2006-12","3.1","A",""
"4","1","2006-12","3.1","A",""
"5","Total","2006-12","2.3","A",""
"5","8","2006-12","2.2","A",""
"5","14","2006-12","2.6","A",""
"5","15","2006-12","1.8","A",""
"5","16","2006-12","1.2","A",""
"5","17","2006-12","2.4","A",""
"5","18","2006-12","1.8","A",""
"5","20","2006-12","2.4","A",""
"6","Total","2006-12","2.3","A",""
"6","3","2006-12","2.6","A",""
"6","4","2006-12","1.3","A",""
"6","5","2006-12","1.9","A",""
"6","6","2006-12","1.4","A",""
"6","7","2006-12","1.5","A",""
"6","9","2006-12","2.4","A",""
"7","Total","2006-12","5.2","A",""
"7","21","2006-12","5.2","A",""
"Total","Total","2006-11","3.1","A",""
"1","Total","2006-11","5.1","A",""
"1","22","2006-11","4.5","A",""
"1","23","2006-11","3.6","A",""
"1","25","2006-11","6.8","A",""
"2","Total","2006-11","2.7","A",""
"2","2","2006-11","2.4","R",""
"2","10","2006-11","2.9","A",""
"2","11","2006-11","2.6","A",""
"2","24","2006-11","3.8","A",""
"2","26","2006-11","3.6","R",""
"3","Total","2006-11","2.7","A",""
"3","12","2006-11","3.5","A",""
"3","13","2006-11","2.5","A",""
"3","19","2006-11","2.6","A",""
"4","Total","2006-11","3","A",""
"4","1","2006-11","3","A",""
"5","Total","2006-11","2.2","A",""
"5","8","2006-11","2","A",""
"5","14","2006-11","2.6","A",""
"5","15","2006-11","1.8","A",""
"5","16","2006-11","1","A",""
"5","17","2006-11","2.3","A",""
"5","18","2006-11","2","A",""
"5","20","2006-11","2.4","A",""
"6","Total","2006-11","2.2","A",""
"6","3","2006-11","2.5","A",""
"6","4","2006-11","1.2","A",""
"6","5","2006-11","1.8","A",""
"6","6","2006-11","1.3","A",""
"6","7","2006-11","1.5","A",""
"6","9","2006-11","2.2","A",""
"7","Total","2006-11","5","A",""
"7","21","2006-11","5","A",""
"Total","Total","2006-10","3.1","A",""
"1","Total","2006-10","5","A",""
"1","22","2006-10","4.5","A",""
"1","23","2006-10","3.2","A",""
"1","25","2006-10","6.8","A",""
"2","Total","2006-10","2.7","A",""
"2","2","2006-10","2.4","R",""
"2","10","2006-10","2.9","A",""
"2","11","2006-10","2.6","A",""
"2","24","2006-10","3.9","A",""
"2","26","2006-10","3.5","R",""
"3","Total","2006-10","2.7","A",""
"3","12","2006-10","3.5","A",""
"3","13","2006-10","2.5","A",""
"3","19","2006-10","2.6","A",""
"4","Total","2006-10","3","A",""
"4","1","2006-10","3","A",""
"5","Total","2006-10","2.2","A",""
"5","8","2006-10","2","A",""
"5","14","2006-10","2.6","A",""
"5","15","2006-10","1.9","A",""
"5","16","2006-10","0.9","A",""
"5","17","2006-10","2.3","A",""
"5","18","2006-10","1.8","A",""
"5","20","2006-10","2.4","A",""
"6","Total","2006-10","2.2","A",""
"6","3","2006-10","2.5","A",""
"6","4","2006-10","1.2","A",""
"6","5","2006-10","1.9","A",""
"6","6","2006-10","1.3","A",""
"6","7","2006-10","1.5","A",""
"6","9","2006-10","2.3","A",""
"7","Total","2006-10","4.7","A",""
"7","21","2006-10","4.7","A",""
"Total","Total","2006-09","3.1","A",""
"1","Total","2006-09","4.9","A",""
"1","22","2006-09","4.5","A",""
"1","23","2006-09","2.8","A",""
"1","25","2006-09","6.8","A",""
"2","Total","2006-09","2.6","A",""
"2","2","2006-09","2.3","R",""
"2","10","2006-09","2.9","A",""
"2","11","2006-09","2.7","A",""
"2","24","2006-09","3.9","A",""
"2","26","2006-09","3.5","R",""
"3","Total","2006-09","2.8","A",""
"3","12","2006-09","3.5","A",""
"3","13","2006-09","2.6","A",""
"3","19","2006-09","2.6","A",""
"4","Total","2006-09","3.1","A",""
"4","1","2006-09","3.1","A",""
"5","Total","2006-09","2.2","A",""
"5","8","2006-09","2","A",""
"5","14","2006-09","2.5","A",""
"5","15","2006-09","1.8","A",""
"5","16","2006-09","1","A",""
